,image,elo_reduced
1622,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_182.jpg,0.3
1623,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_198.jpg,0.0
1624,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_203.jpg,0.4
1625,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_205.jpg,0.3
1626,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_21.jpg,0.9
1627,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_223.jpg,-0.3
1628,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_230.jpg,-0.4
1629,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_244.jpg,0.2
1630,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_273.jpg,0.1
1631,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_276.jpg,0.8
1632,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_280.jpg,0.6
1633,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_287.jpg,-0.8
1634,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_288.jpg,-0.9
1635,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_299.jpg,-0.7
1636,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_300.jpg,-0.9
1637,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_311.jpg,-1.4
1638,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_312.jpg,-0.6
1639,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_324.jpg,-2.0
1640,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_33.jpg,-0.2
1641,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_38.jpg,0.0
1642,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_48.jpg,1.0
1643,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_62.jpg,0.4
1644,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_76.jpg,-1.7
1645,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_86.jpg,0.4
1646,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_89.jpg,1.1
1647,Team 6 (Kowloon Tong)_Chay Hiu Wai (Justina) _ Pang King Chi (Didia)_95.jpg,-0.7
1648,Team 6 (Kowloon Tong)_Dhruv Aggarwal_109.jpg,-0.5
1649,Team 6 (Kowloon Tong)_Dhruv Aggarwal_116.jpg,-0.4
1650,Team 6 (Kowloon Tong)_Dhruv Aggarwal_123.jpg,-0.2
1651,Team 6 (Kowloon Tong)_Dhruv Aggarwal_13.jpg,-0.1
1652,Team 6 (Kowloon Tong)_Dhruv Aggarwal_136.jpg,-1.0
1653,Team 6 (Kowloon Tong)_Dhruv Aggarwal_152.jpg,0.2
1654,Team 6 (Kowloon Tong)_Dhruv Aggarwal_153.jpg,0.6
1655,Team 6 (Kowloon Tong)_Dhruv Aggarwal_16.jpg,-0.0
1656,Team 6 (Kowloon Tong)_Dhruv Aggarwal_163.jpg,-0.1
1657,Team 6 (Kowloon Tong)_Dhruv Aggarwal_165.jpg,0.5
1658,Team 6 (Kowloon Tong)_Dhruv Aggarwal_172.jpg,-0.4
1659,Team 6 (Kowloon Tong)_Dhruv Aggarwal_175.jpg,1.8
1660,Team 6 (Kowloon Tong)_Dhruv Aggarwal_178.jpg,-0.3
1661,Team 6 (Kowloon Tong)_Dhruv Aggarwal_185.jpg,0.5
1662,Team 6 (Kowloon Tong)_Dhruv Aggarwal_189.jpg,0.3
1663,Team 6 (Kowloon Tong)_Dhruv Aggarwal_208.jpg,-1.0
1664,Team 6 (Kowloon Tong)_Dhruv Aggarwal_213.jpg,0.2
1665,Team 6 (Kowloon Tong)_Dhruv Aggarwal_214.jpg,0.1
1666,Team 6 (Kowloon Tong)_Dhruv Aggarwal_216.jpg,-0.0
1667,Team 6 (Kowloon Tong)_Dhruv Aggarwal_217.jpg,0.9
1668,Team 6 (Kowloon Tong)_Dhruv Aggarwal_219.jpg,-0.8
1669,Team 6 (Kowloon Tong)_Dhruv Aggarwal_224.jpg,0.5
1670,Team 6 (Kowloon Tong)_Dhruv Aggarwal_23.jpg,0.7
1671,Team 6 (Kowloon Tong)_Dhruv Aggarwal_231.jpg,-0.2
1672,Team 6 (Kowloon Tong)_Dhruv Aggarwal_240.jpg,-0.5
1673,Team 6 (Kowloon Tong)_Dhruv Aggarwal_30.jpg,-0.0
1674,Team 6 (Kowloon Tong)_Dhruv Aggarwal_5.jpg,-1.1
1675,Team 6 (Kowloon Tong)_Dhruv Aggarwal_59.jpg,-0.1
1676,Team 6 (Kowloon Tong)_Dhruv Aggarwal_65.jpg,-0.9
1677,Team 6 (Kowloon Tong)_Dhruv Aggarwal_83.jpg,-0.6
1678,Team 6 (Kowloon Tong)_Dhruv Aggarwal_87.jpg,-0.4
1679,Team 6 (Kowloon Tong)_Dhruv Aggarwal_90.jpg,-0.5
1680,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_11.jpg,-0.9
1681,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_111.jpg,-0.5
1682,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_115.jpg,0.1
1683,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_117.jpg,0.7
1684,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_123.jpg,0.4
1685,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_129.jpg,0.6
1686,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_130.jpg,1.2
1687,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_134.jpg,1.2
1688,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_144.jpg,1.5
1689,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_146.jpg,-0.3
1690,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_157.jpg,0.0
1691,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_180.jpg,0.9
1692,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_183.jpg,-0.5
1693,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_184.jpg,-0.2
1694,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_186.jpg,-0.5
1695,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_201.jpg,-0.6
1696,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_205.jpg,0.0
1697,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_22.jpg,-0.3
1698,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_226.jpg,-1.1
1699,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_239.jpg,-0.9
1700,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_27.jpg,-1.4
1701,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_33.jpg,0.6
1702,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_39.jpg,-0.4
1703,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_43.jpg,-0.1
1704,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_44.jpg,0.0
1705,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_45.jpg,-0.8
1706,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_60.jpg,-0.8
1707,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_70.jpg,0.0
1708,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_76.jpg,-0.7
1709,Team 6 (Kowloon Tong)_Kwok Cheuk Ki (Jacky)_84.jpg,0.2
1710,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_100.jpg,0.4
1711,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_106.jpg,0.8
1712,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_112.jpg,1.1
1713,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_114.jpg,1.8
1714,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_133.jpg,-1.6
1715,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_144.jpg,-1.3
1716,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_147.jpg,0.2
1717,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_168.jpg,0.3
1718,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_170.jpg,0.4
1719,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_20.jpg,0.1
1720,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_210.jpg,-1.2
1721,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_232.jpg,0.7
1722,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_235.jpg,0.6
1723,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_237.jpg,0.8
1724,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_257.jpg,-0.8
1725,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_3.jpg,-2.2
1726,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_44.jpg,0.3
1727,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_7.jpg,0.1
1728,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_8.jpg,-1.5
1729,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_80.jpg,-1.2
1730,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_90.jpg,0.1
1731,Team 6 (Kowloon Tong)_Wong Ho Yeung (Brian) _ Chan Yin Kei (Myron)_97.jpg,-1.1
1732,Team 7 (Chai Wan)_Chu Kwan In (Ada)_13.jpg,-1.6
1733,Team 7 (Chai Wan)_Chu Kwan In (Ada)_145.jpg,-0.3
1734,Team 7 (Chai Wan)_Chu Kwan In (Ada)_150.jpg,-0.5
1735,Team 7 (Chai Wan)_Chu Kwan In (Ada)_162.jpg,0.1
1736,Team 7 (Chai Wan)_Chu Kwan In (Ada)_166.jpg,0.4
1737,Team 7 (Chai Wan)_Chu Kwan In (Ada)_189.jpg,-1.3
1738,Team 7 (Chai Wan)_Chu Kwan In (Ada)_197.jpg,-0.6
1739,Team 7 (Chai Wan)_Chu Kwan In (Ada)_210.jpg,-0.1
1740,Team 7 (Chai Wan)_Chu Kwan In (Ada)_216.jpg,-0.9
1741,Team 7 (Chai Wan)_Chu Kwan In (Ada)_228.jpg,-0.5
1742,Team 7 (Chai Wan)_Chu Kwan In (Ada)_235.jpg,-0.6
1743,Team 7 (Chai Wan)_Chu Kwan In (Ada)_239.jpg,0.6
1744,Team 7 (Chai Wan)_Chu Kwan In (Ada)_25.jpg,-0.9
1745,Team 7 (Chai Wan)_Chu Kwan In (Ada)_256.jpg,-0.3
1746,Team 7 (Chai Wan)_Chu Kwan In (Ada)_26.jpg,-0.9
1747,Team 7 (Chai Wan)_Chu Kwan In (Ada)_261.jpg,-0.9
1748,Team 7 (Chai Wan)_Chu Kwan In (Ada)_272.jpg,-0.1
1749,Team 7 (Chai Wan)_Chu Kwan In (Ada)_279.jpg,1.7
1750,Team 7 (Chai Wan)_Chu Kwan In (Ada)_281.jpg,0.3
1751,Team 7 (Chai Wan)_Chu Kwan In (Ada)_44.jpg,-1.4
1752,Team 7 (Chai Wan)_Chu Kwan In (Ada)_46.jpg,-1.6
1753,Team 7 (Chai Wan)_Chu Kwan In (Ada)_55.jpg,-1.4
1754,Team 7 (Chai Wan)_Chu Kwan In (Ada)_67.jpg,-1.2
1755,Team 7 (Chai Wan)_Chu Kwan In (Ada)_7.jpg,0.6
1756,Team 7 (Chai Wan)_Chu Kwan In (Ada)_84.jpg,-0.6
1757,Team 7 (Chai Wan)_Chu Kwan In (Ada)_88.jpg,-1.6
1758,Team 7 (Chai Wan)_Chu Kwan In (Ada)_89.jpg,-0.6
1759,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_100.jpg,0.6
1760,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_105.jpg,-1.0
1761,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_106.jpg,-1.3
1762,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_122.jpg,0.2
1763,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_13.jpg,0.5
1764,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_15.jpg,-0.6
1765,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_17.jpg,0.4
1766,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_19.jpg,-0.3
1767,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_72.jpg,-0.0
1768,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_75.jpg,1.0
1769,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_76.jpg,1.1
1770,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_85.jpg,-0.7
1771,Team 7 (Chai Wan)_Chun Yuet Lam (Alisha)_95.jpg,-1.0
1772,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_102.jpg,-0.8
1773,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_120.jpg,-1.1
1774,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_127.jpg,-1.2
1775,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_132.jpg,-0.7
1776,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_139.jpg,-1.4
1777,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_140.jpg,-1.1
1778,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_147.jpg,-0.9
1779,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_158.jpg,-1.3
1780,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_159.jpg,-0.7
1781,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_168.jpg,-1.7
1782,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_181.jpg,-0.8
1783,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_199.jpg,-1.5
1784,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_2.jpg,1.1
1785,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_29.jpg,-0.3
1786,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_32.jpg,-0.2
1787,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_54.jpg,-1.0
1788,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_55.jpg,-0.3
1789,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_57.jpg,-0.8
1790,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_59.jpg,-1.6
1791,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_63.jpg,-2.1
1792,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_68.jpg,0.4
1793,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_70.jpg,1.1
1794,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_74.jpg,-1.8
1795,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_75.jpg,-0.2
1796,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_77.jpg,-0.7
1797,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_79.jpg,-0.8
1798,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_84.jpg,-1.0
1799,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_85.jpg,-1.6
1800,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_87.jpg,-0.4
1801,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_90.jpg,0.1
1802,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_95.jpg,0.7
1803,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_96.jpg,-1.2
1804,Team 7 (Chai Wan)_Lee Sz Yu (Candy)_99.jpg,-0.8
1805,Team 8 (Central)_Ko Wai Ki (Vicky)_102.jpg,1.1
1806,Team 8 (Central)_Ko Wai Ki (Vicky)_105.jpg,0.6
1807,Team 8 (Central)_Ko Wai Ki (Vicky)_110.jpg,0.2
1808,Team 8 (Central)_Ko Wai Ki (Vicky)_113.jpg,-1.7
1809,Team 8 (Central)_Ko Wai Ki (Vicky)_116.jpg,1.8
1810,Team 8 (Central)_Ko Wai Ki (Vicky)_129.jpg,-0.1
1811,Team 8 (Central)_Ko Wai Ki (Vicky)_135.jpg,-1.7
1812,Team 8 (Central)_Ko Wai Ki (Vicky)_148.jpg,-0.8
1813,Team 8 (Central)_Ko Wai Ki (Vicky)_155.jpg,0.7
1814,Team 8 (Central)_Ko Wai Ki (Vicky)_169.jpg,0.6
1815,Team 8 (Central)_Ko Wai Ki (Vicky)_175.jpg,1.3
1816,Team 8 (Central)_Ko Wai Ki (Vicky)_181.jpg,0.4
1817,Team 8 (Central)_Ko Wai Ki (Vicky)_207.jpg,-0.5
1818,Team 8 (Central)_Ko Wai Ki (Vicky)_217.jpg,0.4
1819,Team 8 (Central)_Ko Wai Ki (Vicky)_28.jpg,-0.2
1820,Team 8 (Central)_Ko Wai Ki (Vicky)_3.jpg,0.5
1821,Team 8 (Central)_Ko Wai Ki (Vicky)_50.jpg,0.2
1822,Team 8 (Central)_Ko Wai Ki (Vicky)_55.jpg,0.2
1823,Team 8 (Central)_Ko Wai Ki (Vicky)_69.jpg,0.7
1824,Team 8 (Central)_Ko Wai Ki (Vicky)_91.jpg,1.8
1825,Team 8 (Central)_Ko Wai Ki (Vicky)_97.jpg,0.8
1826,Team 8 (Central)_Ko Wai Ki (Vicky)_99.jpg,0.2
1827,Team 8 (Central)_Lagarde Andrea Jane Miranda_100.jpg,1.1
1828,Team 8 (Central)_Lagarde Andrea Jane Miranda_117.jpg,1.0
1829,Team 8 (Central)_Lagarde Andrea Jane Miranda_123.jpg,1.9
1830,Team 8 (Central)_Lagarde Andrea Jane Miranda_127.jpg,1.3
1831,Team 8 (Central)_Lagarde Andrea Jane Miranda_134.jpg,1.0
1832,Team 8 (Central)_Lagarde Andrea Jane Miranda_136.jpg,0.1
1833,Team 8 (Central)_Lagarde Andrea Jane Miranda_137.jpg,1.4
1834,Team 8 (Central)_Lagarde Andrea Jane Miranda_150.jpg,1.2
1835,Team 8 (Central)_Lagarde Andrea Jane Miranda_155.jpg,0.6
1836,Team 8 (Central)_Lagarde Andrea Jane Miranda_18.jpg,0.8
1837,Team 8 (Central)_Lagarde Andrea Jane Miranda_180.jpg,-0.3
1838,Team 8 (Central)_Lagarde Andrea Jane Miranda_201.jpg,-0.5
1839,Team 8 (Central)_Lagarde Andrea Jane Miranda_202.jpg,0.7
1840,Team 8 (Central)_Lagarde Andrea Jane Miranda_228.jpg,1.0
1841,Team 8 (Central)_Lagarde Andrea Jane Miranda_240.jpg,0.6
1842,Team 8 (Central)_Lagarde Andrea Jane Miranda_244.jpg,-0.9
1843,Team 8 (Central)_Lagarde Andrea Jane Miranda_247.jpg,1.4
1844,Team 8 (Central)_Lagarde Andrea Jane Miranda_250.jpg,0.5
1845,Team 8 (Central)_Lagarde Andrea Jane Miranda_37.jpg,0.6
1846,Team 8 (Central)_Lagarde Andrea Jane Miranda_40.jpg,0.9
1847,Team 8 (Central)_Lagarde Andrea Jane Miranda_43.jpg,-0.4
1848,Team 8 (Central)_Lagarde Andrea Jane Miranda_50.jpg,1.1
1849,Team 8 (Central)_Lagarde Andrea Jane Miranda_72.jpg,0.8
1850,Team 8 (Central)_Lagarde Andrea Jane Miranda_73.jpg,0.6
1851,Team 8 (Central)_Lagarde Andrea Jane Miranda_87.jpg,1.6
1852,Team 8 (Central)_Lagarde Andrea Jane Miranda_91.jpg,1.1
1853,Team 8 (Central)_Lee Wing Kei (Becky)_107.jpg,-1.5
1854,Team 8 (Central)_Lee Wing Kei (Becky)_109.jpg,-1.2
1855,Team 8 (Central)_Lee Wing Kei (Becky)_125.jpg,-1.6
1856,Team 8 (Central)_Lee Wing Kei (Becky)_133.jpg,-2.1
1857,Team 8 (Central)_Lee Wing Kei (Becky)_143.jpg,-1.5
1858,Team 8 (Central)_Lee Wing Kei (Becky)_145.jpg,-0.7
1859,Team 8 (Central)_Lee Wing Kei (Becky)_146.jpg,0.9
1860,Team 8 (Central)_Lee Wing Kei (Becky)_151.jpg,0.6
1861,Team 8 (Central)_Lee Wing Kei (Becky)_161.jpg,-0.8
1862,Team 8 (Central)_Lee Wing Kei (Becky)_165.jpg,-1.3
1863,Team 8 (Central)_Lee Wing Kei (Becky)_18.jpg,-1.6
1864,Team 8 (Central)_Lee Wing Kei (Becky)_186.jpg,0.0
1865,Team 8 (Central)_Lee Wing Kei (Becky)_19.jpg,-1.8
1866,Team 8 (Central)_Lee Wing Kei (Becky)_190.jpg,-0.5
1867,Team 8 (Central)_Lee Wing Kei (Becky)_195.jpg,-0.3
1868,Team 8 (Central)_Lee Wing Kei (Becky)_204.jpg,1.0
1869,Team 8 (Central)_Lee Wing Kei (Becky)_208.jpg,-1.9
1870,Team 8 (Central)_Lee Wing Kei (Becky)_209.jpg,-0.7
1871,Team 8 (Central)_Lee Wing Kei (Becky)_212.jpg,-0.1
1872,Team 8 (Central)_Lee Wing Kei (Becky)_23.jpg,-0.6
1873,Team 8 (Central)_Lee Wing Kei (Becky)_233.jpg,-0.4
1874,Team 8 (Central)_Lee Wing Kei (Becky)_234.jpg,-0.8
1875,Team 8 (Central)_Lee Wing Kei (Becky)_236.jpg,0.7
1876,Team 8 (Central)_Lee Wing Kei (Becky)_238.jpg,-0.7
1877,Team 8 (Central)_Lee Wing Kei (Becky)_244.jpg,0.6
1878,Team 8 (Central)_Lee Wing Kei (Becky)_248.jpg,0.6
1879,Team 8 (Central)_Lee Wing Kei (Becky)_26.jpg,-1.2
1880,Team 8 (Central)_Lee Wing Kei (Becky)_3.jpg,-0.7
1881,Team 8 (Central)_Lee Wing Kei (Becky)_32.jpg,-2.5
1882,Team 8 (Central)_Lee Wing Kei (Becky)_34.jpg,-2.2
1883,Team 8 (Central)_Lee Wing Kei (Becky)_47.jpg,-0.0
1884,Team 8 (Central)_Lee Wing Kei (Becky)_63.jpg,-0.8
1885,Team 8 (Central)_Lee Wing Kei (Becky)_66.jpg,-0.6
1886,Team 8 (Central)_Lee Wing Kei (Becky)_80.jpg,1.4
1887,Team 8 (Central)_Lee Wing Kei (Becky)_96.jpg,0.2
1888,Team 8 (Central)_Wu Yee (Yuki)_112.jpg,0.2
1889,Team 8 (Central)_Wu Yee (Yuki)_114.jpg,0.5
1890,Team 8 (Central)_Wu Yee (Yuki)_116.jpg,1.0
1891,Team 8 (Central)_Wu Yee (Yuki)_120.jpg,1.9
1892,Team 8 (Central)_Wu Yee (Yuki)_13.jpg,-0.2
1893,Team 8 (Central)_Wu Yee (Yuki)_132.jpg,1.5
1894,Team 8 (Central)_Wu Yee (Yuki)_133.jpg,2.1
1895,Team 8 (Central)_Wu Yee (Yuki)_136.jpg,2.0
1896,Team 8 (Central)_Wu Yee (Yuki)_144.jpg,1.1
1897,Team 8 (Central)_Wu Yee (Yuki)_158.jpg,0.2
1898,Team 8 (Central)_Wu Yee (Yuki)_16.jpg,-1.7
1899,Team 8 (Central)_Wu Yee (Yuki)_162.jpg,1.4
1900,Team 8 (Central)_Wu Yee (Yuki)_167.jpg,1.9
1901,Team 8 (Central)_Wu Yee (Yuki)_181.jpg,1.9
1902,Team 8 (Central)_Wu Yee (Yuki)_191.jpg,1.3
1903,Team 8 (Central)_Wu Yee (Yuki)_202.jpg,1.0
1904,Team 8 (Central)_Wu Yee (Yuki)_21.jpg,1.1
1905,Team 8 (Central)_Wu Yee (Yuki)_233.jpg,1.4
1906,Team 8 (Central)_Wu Yee (Yuki)_236.jpg,0.6
1907,Team 8 (Central)_Wu Yee (Yuki)_237.jpg,0.2
1908,Team 8 (Central)_Wu Yee (Yuki)_239.jpg,-1.3
1909,Team 8 (Central)_Wu Yee (Yuki)_240.jpg,-0.4
1910,Team 8 (Central)_Wu Yee (Yuki)_25.jpg,-0.3
1911,Team 8 (Central)_Wu Yee (Yuki)_27.jpg,-0.7
1912,Team 8 (Central)_Wu Yee (Yuki)_3.jpg,0.8
1913,Team 8 (Central)_Wu Yee (Yuki)_34.jpg,0.9
1914,Team 8 (Central)_Wu Yee (Yuki)_59.jpg,0.1
1915,Team 8 (Central)_Wu Yee (Yuki)_60.jpg,0.1
1916,Team 8 (Central)_Wu Yee (Yuki)_7.jpg,1.2
1917,Team 8 (Central)_Wu Yee (Yuki)_83.jpg,1.3
1918,Team 8 (Central)_Wu Yee (Yuki)_94.jpg,0.6
1919,Team 8 (Central)_Wu Yee (Yuki)_95.jpg,0.9
1920,Team 8 (Central)_Wu Yee (Yuki)_98.jpg,-1.0
1921,Team 8 (Central)_Wu Yee (Yuki)_99.jpg,0.2
1922,Team 8 (Central)_Yiu Sze Wan (Sharon)_104.jpg,-0.5
1923,Team 8 (Central)_Yiu Sze Wan (Sharon)_117.jpg,-0.2
1924,Team 8 (Central)_Yiu Sze Wan (Sharon)_129.jpg,-1.5
1925,Team 8 (Central)_Yiu Sze Wan (Sharon)_134.jpg,-0.9
1926,Team 8 (Central)_Yiu Sze Wan (Sharon)_137.jpg,-1.1
1927,Team 8 (Central)_Yiu Sze Wan (Sharon)_139.jpg,-0.5
1928,Team 8 (Central)_Yiu Sze Wan (Sharon)_157.jpg,-1.4
1929,Team 8 (Central)_Yiu Sze Wan (Sharon)_171.jpg,0.6
1930,Team 8 (Central)_Yiu Sze Wan (Sharon)_173.jpg,-1.0
1931,Team 8 (Central)_Yiu Sze Wan (Sharon)_174.jpg,0.9
1932,Team 8 (Central)_Yiu Sze Wan (Sharon)_176.jpg,-1.4
1933,Team 8 (Central)_Yiu Sze Wan (Sharon)_186.jpg,0.7
1934,Team 8 (Central)_Yiu Sze Wan (Sharon)_199.jpg,-0.2
1935,Team 8 (Central)_Yiu Sze Wan (Sharon)_212.jpg,-1.3
1936,Team 8 (Central)_Yiu Sze Wan (Sharon)_223.jpg,-0.2
1937,Team 8 (Central)_Yiu Sze Wan (Sharon)_225.jpg,-1.4
